Climb,User,rating
105840361,11228,-0.3
105840692,11228,0.3
105862944,11228,0.1
105898680,11228,-1.1
105923367,11228,0.6
105973663,11228,-0.4
105860641,11228,0.5
105722170,11228,0.2
105723454,11228,-0.5
105722182,11228,0.3
105721639,11228,-0.8
105721711,11228,0.0
105721885,11228,0.7
105721783,11228,-1.3
105721666,11228,-0.5
105722845,11228,-0.4
105722572,11228,0.4
105725659,11228,-0.6
105722266,11228,-0.7
105724777,11228,-1.1
105722272,11228,-0.9
105721873,11228,-0.8
105725407,11228,-0.4
105725404,11228,-0.7
105725401,11228,-0.1
105721972,11228,-1.4
105724597,11228,-0.5
105722227,11228,-0.1
105721849,11228,0.7
105722743,11228,-0.4
105723781,11228,-0.5
105724111,11228,0.5
105722086,11228,-0.6
105722089,11228,0.4
105722119,11228,-0.2
105722113,11228,0.1
105725620,11228,-0.2
105725122,11228,0.1
105723478,11228,-0.3
105724426,11228,0.2
105725077,11228,0.2
105723679,11228,-0.7
105723445,11228,0.1
105721657,11228,0.5
105722344,11228,0.3
105724495,11228,-0.8
105722488,11228,0.1
105721792,11228,0.3
105721861,11228,-0.3
105725788,11228,0.5
105721816,11228,0.1
105732374,11228,-1.5
105935097,108202763,-0.3
105935083,108202763,0.2
105959353,108202763,0.1
106009586,108202763,-0.3
105947723,108202763,0.6
105959390,108202763,1.1
105906879,108202763,0.0
105878341,108202763,1.1
105917803,108202763,0.4
105876683,108202763,-0.3
105917818,108202763,-0.2
105925175,108202763,-0.1
105925163,108202763,0.2
105971474,108202763,-0.5
105962933,108202763,0.7
105923651,108202763,0.1
105908656,108202763,-0.6
105923805,108202763,0.5
105923839,108202763,0.3
105961400,108202763,0.3
105961410,108202763,-0.4
105962956,108202763,0.6
105946055,108202763,0.2
106029128,108202763,0.5
105956674,108202763,-0.9
105956679,108202763,0.3
105922841,108202763,-0.1
105909580,108202763,0.9
105922177,108202763,0.4
105880787,108202763,0.3
105949212,108202763,0.6
105923586,108202763,0.1
105880759,108202763,0.3
105919971,108202763,-0.8
105925756,108202763,0.0
105903672,108202763,0.5
105903866,108202763,-1.1
105909672,108202763,0.4
105924990,108202763,-0.3
105920872,108202763,0.6
106227989,108202763,-0.4
106281218,108202763,-0.5
105897523,108202763,0.0
105799128,108202763,0.0
105890675,108202763,-0.3
105799095,108202763,0.6
105920912,108202763,-0.6
105801570,108202763,0.7
105799077,108202763,0.2
106395393,108202763,-0.3
105732605,105821238,0.4
105732602,105821238,-0.1
105732746,105821238,0.8
105760656,105821238,-0.3
105748265,105821238,0.7
105748367,105821238,-0.7
105748373,105821238,-0.8
105748274,105821238,-1.0
105748352,105821238,-0.7
105748331,105821238,-0.3
106109550,105821238,-0.7
105756358,105821238,0.2
105761964,105821238,-0.7
105756535,105821238,0.1
105760608,105821238,-1.0
105761262,105821238,-0.1
105761265,105821238,0.8
105756730,105821238,0.4
105761298,105821238,-0.6
105760950,105821238,0.2
105760854,105821238,-0.5
105748310,105821238,0.0
105764985,105821238,0.3
105756937,105821238,-0.4
105758901,105821238,-0.1
105764982,105821238,0.0
105762984,105821238,-0.9
105748702,105821238,-0.3
105749920,105821238,-1.3
105752788,105821238,-0.5
105752422,105821238,-0.8
105752419,105821238,-0.5
105759084,105821238,-1.3
105759105,105821238,-0.3
105756409,105821238,-0.7
105759594,105821238,-0.1
105758676,105821238,0.3
105759081,105821238,0.3
105821587,11802,0.6
105867613,11802,0.4
105717358,11802,0.5
105717469,11802,-0.5
105717403,11802,-0.1
105717424,11802,-1.0
105717400,11802,-0.8
105717343,11802,-0.7
105718441,11802,-0.4
105718567,11802,-0.5
105718768,11802,-0.2
105718777,11802,1.0
105718642,11802,0.1
105718006,11802,-0.1
105717361,11802,0.6
105717595,11802,-0.4
105936677,11802,-1.0
105717451,11802,-0.5
105717457,11802,-0.1
105748093,11802,-0.2
105748142,11802,0.0
105748169,11802,0.3
105748163,11802,-0.5
105748175,11802,-0.5
105748199,11802,0.0
105748466,11802,-0.9
105748352,11802,0.3
105748331,11802,0.7
105756358,11802,-0.8
105761964,11802,0.3
105761268,11802,-0.3
105761337,11802,-1.0
105761334,11802,-0.4
105758062,11802,-0.9
105756730,11802,0.4
105758257,11802,0.5
105761295,11802,0.2
105761364,11802,-0.8
105756484,11802,-1.0
105761367,11802,-0.6
105761157,11802,-1.0
105968232,11802,0.6
105975956,11802,0.2
105957789,11802,-0.3
105975428,11802,-0.9
105994585,11802,-0.8
105758904,11802,-0.1
105764985,11802,0.3
105756937,11802,0.6
105758901,11802,-0.1
105758940,11802,0.6
105764982,11802,0.0
105756106,11802,0.4
105753814,11802,-1.1
105749938,11802,-0.9
105753670,11802,0.4
105748214,11802,0.3
105748211,11802,0.1
105748897,11802,-0.1
105748229,11802,0.6
105748259,11802,-0.8
105933907,11802,0.0
105757414,11802,0.0
105748448,11802,0.4
105760332,11802,-0.2
105762984,11802,0.1
105760224,11802,-0.2
105750649,11802,0.0
105750652,11802,0.1
105749080,11802,-0.1
105751696,11802,0.7
105749614,11802,-0.3
105754918,11802,1.3
105751645,11802,-0.5
105933562,11802,0.4
105839153,11802,0.2
105908757,106031999,0.5
105935097,106031999,-0.3
105959353,106031999,0.1
105921772,106031999,-1.0
105921754,106031999,-1.0
105927987,106031999,-0.5
105876648,106031999,-0.5
105877243,106031999,0.1
106021168,106031999,-0.6
105877209,106031999,-0.1
105896493,106031999,0.0
105968891,106031999,-0.6
105884809,106031999,-0.5
105910536,106031999,0.2
105908656,106031999,0.4
105923839,106031999,0.3
105961410,106031999,-0.4
105908632,106031999,0.3
105946055,106031999,0.2
105868022,106031999,-0.6
105868000,106031999,0.1
105860741,106031999,0.3
105880940,106031999,0.0
105860759,106031999,0.4
105870261,106031999,0.4
106081931,106031999,0.4
106081917,106031999,0.4
106125070,106031999,-0.6
105732785,106031999,0.5
105732941,106031999,0.1
105732431,106031999,0.6
105732254,106031999,0.2
105944650,106031999,0.1
105944620,106031999,-0.5
106601301,106031999,0.5
105949670,106031999,0.1
105732557,106031999,0.4
105732563,106031999,0.1
105732566,106031999,0.7
105732914,106031999,-0.1
105913834,106031999,0.0
105732374,106031999,0.5
105732545,106031999,0.4
105892056,106031999,0.2
105732530,106031999,0.6
105808906,106031999,0.0
105808935,106031999,0.4
106028074,106031999,0.1
106028095,106031999,-0.3
105989461,106031999,-1.0
106264203,106031999,-0.4
105741116,106031999,-0.1
105808831,106031999,0.7
106001020,106031999,0.3
105857287,106031999,0.2
105983482,106031999,0.4
105811114,106031999,0.8
105717601,106031999,0.0
105717676,106031999,0.6
105717595,106031999,0.6
105717559,106031999,0.6
105939455,106031999,0.6
105739895,106031999,-0.6
105739898,106031999,0.2
105740027,106031999,0.2
105740690,106031999,0.1
105740093,106031999,-0.1
105741905,106031999,0.5
105740012,106031999,0.1
105740033,106031999,0.4
105740435,106031999,0.2
105740039,106031999,0.6
105741164,106031999,0.2
105739997,106031999,0.6
105739913,106031999,0.6
105740135,106031999,0.5
105739889,106031999,1.1
105740342,106031999,-0.1
105740717,106031999,0.4
105740930,106031999,0.6
105837865,106031999,-1.0
105717895,106031999,0.4
105847535,106031999,-0.4
106818981,106031999,0.1
105740951,106031999,0.5
105741584,106031999,0.1
105740984,106031999,-0.1
105741848,106031999,0.4
105741869,106031999,1.4
105845597,106031999,0.6
105740996,106031999,0.5
105740978,106031999,0.5
105741854,106031999,0.4
105741593,106031999,-0.1
105732260,106058154,-0.1
105809181,106058154,-0.4
105920684,106058154,0.2
105819734,106058154,0.0
105944541,106058154,0.0
105944620,106058154,0.5
105934930,106058154,0.7
106601301,106058154,0.5
105949670,106058154,0.1
105732554,106058154,-0.5
105732557,106058154,-0.6
105732566,106058154,-0.3
105913834,106058154,0.0
105732323,106058154,-0.1
105892056,106058154,1.2
105939418,106058154,0.6
105808906,106058154,0.0
105808911,106058154,-0.4
105820177,106058154,0.1
105820173,106058154,0.8
105989461,106058154,1.0
105741116,106058154,0.9
105717352,106058154,1.2
105821587,106058154,-0.4
105717334,106058154,0.4
105717331,106058154,0.5
105717355,106058154,0.5
105717487,106058154,0.2
105717424,106058154,1.0
105717886,106058154,0.2
105717526,106058154,0.6
105718441,106058154,0.6
105718768,106058154,0.8
105717361,106058154,0.6
105739895,106058154,0.4
105739898,106058154,0.2
105740027,106058154,1.2
105739985,106058154,-0.1
105740081,106058154,-0.1
105740084,106058154,0.2
105740690,106058154,0.1
105740015,106058154,1.1
105740879,106058154,0.7
105859843,106058154,-0.4
105740093,106058154,-0.1
105740096,106058154,0.3
105741905,106058154,0.5
105740990,106058154,1.2
105741173,106058154,0.3
105740648,106058154,-0.2
105741476,106058154,0.8
105822918,106058154,-0.1
105834097,106058154,0.0
105740012,106058154,0.1
105740033,106058154,0.4
105740036,106058154,0.3
105740432,106058154,0.5
105740435,106058154,1.2
105740816,106058154,0.1
105740039,106058154,0.6
105740441,106058154,1.1
105740444,106058154,1.0
105741461,106058154,0.6
105739934,106058154,0.9
105739997,106058154,-0.4
105739913,106058154,0.6
105740135,106058154,-0.5
105740204,106058154,0.0
105741473,106058154,-0.1
105740258,106058154,-0.1
106008134,106058154,0.0
105740234,106058154,0.3
105740231,106058154,0.5
105740342,106058154,-0.1
105740333,106058154,0.3
105740717,106058154,-0.6
105740930,106058154,0.6
105837865,106058154,0.0
105792767,106058154,0.7
105718186,106058154,0.1
105804852,106058154,0.2
105841386,106058154,-0.1
105851716,106058154,0.7
105868022,106852393,0.4
105868000,106852393,0.1
105880940,106852393,0.0
105886641,106852393,-1.1
105860759,106852393,-0.6
105870261,106852393,0.4
105889540,106852393,-0.4
106132213,106852393,0.1
106586504,106852393,-0.5
106081926,106852393,-1.4
106081931,106852393,0.4
106081917,106852393,-0.6
105973663,106852393,0.6
105732458,106852393,1.0
105732548,106852393,1.1
105717895,106852393,0.4
105753754,106852393,0.0
105753343,106852393,1.5
105753328,106852393,0.6
105753391,106852393,0.8
105753940,106852393,0.5
105753400,106852393,0.6
105756046,106852393,0.4
105753502,106852393,0.3
105754246,106852393,0.2
105757699,106852393,0.4
105748466,106852393,1.1
105752269,106852393,1.1
105752272,106852393,0.6
105748942,106852393,0.5
105755617,106852393,1.3
105751339,106852393,0.4
106207686,106852393,0.3
105749929,106852393,1.5
105749926,106852393,0.7
105752917,106852393,0.2
106015558,106852393,-0.7
106036927,106852393,1.4
105851716,106852393,0.7
105836047,106830645,0.0
105732467,106830645,0.6
105732785,106830645,0.5
105732392,106830645,0.2
105732347,106830645,-1.1
105732617,106830645,-0.5
105732278,106830645,-0.4
105732242,106830645,-0.1
105732590,106830645,-1.1
106028074,106830645,0.1
106264203,106830645,0.6
105741116,106830645,-0.1
105808831,106830645,0.7
106001020,106830645,0.3
105857281,106830645,0.2
105857287,106830645,0.2
105983482,106830645,0.4
105983489,106830645,0.2
105717337,106830645,-1.0
105886700,106830645,0.2
105717661,106830645,-0.4
105717424,106830645,0.0
105717442,106830645,0.0
105717529,106830645,-0.6
105718387,106830645,-0.7
105718567,106830645,-0.5
105718768,106830645,0.8
105718777,106830645,0.0
105739895,106830645,-0.6
105739898,106830645,-0.8
105740027,106830645,0.2
105739985,106830645,-0.1
105740387,106830645,-0.8
105740081,106830645,-0.1
105740084,106830645,-0.8
105740015,106830645,0.1
105859843,106830645,0.6
105740093,106830645,-0.1
105740096,106830645,0.3
105741905,106830645,0.5
105740993,106830645,-0.3
105740990,106830645,0.2
105741173,106830645,0.3
105741404,106830645,-0.4
105740648,106830645,-0.2
105741476,106830645,-0.2
105822918,106830645,-0.1
105834097,106830645,0.0
105740012,106830645,-0.9
105740033,106830645,-0.6
105740432,106830645,0.5
105740435,106830645,0.2
105740039,106830645,0.6
105839425,106830645,-0.1
105741449,106830645,0.6
105741164,106830645,0.2
105740438,106830645,0.6
105740441,106830645,0.1
105740444,106830645,0.0
105739934,106830645,-0.1
105740519,106830645,-0.6
105740234,106830645,-0.7
105740231,106830645,-0.5
105740792,106830645,-0.7
105740342,106830645,-0.1
105837865,106830645,0.0
105792767,106830645,-0.3
105792792,106830645,-0.6
105717895,106830645,-0.6
105718186,106830645,0.1
105806397,106830645,0.1
105886110,106830645,0.5
105806955,106830645,0.0
105741557,106830645,0.0
105740945,106830645,0.1
105740957,106830645,-0.1
105741062,106830645,0.3
105741581,106830645,0.4
105740960,106830645,-0.1
105740984,106830645,-0.1
105741848,106830645,-0.6
105740996,106830645,0.5
105741854,106830645,-0.6
105741593,106830645,-0.1
105741521,106830645,-0.5
105742073,106830645,-0.4
105862525,106830645,-0.1
105876683,13489,-0.3
106021168,13489,-0.6
105868022,13489,-0.6
105868000,13489,0.1
105812947,13489,1.1
105801940,13489,-0.8
106032393,13489,0.6
105973663,13489,-0.4
105862936,13489,-0.6
105860641,13489,0.5
106141398,13489,0.2
105721627,13489,1.1
105721666,13489,0.5
105725101,13489,0.1
105725389,13489,-0.2
105724111,13489,-0.5
105725620,13489,0.8
105722506,13489,0.8
105722488,13489,1.1
105722146,13489,0.8
105732605,13489,0.4
105732602,13489,0.9
105732467,13489,0.6
105732782,13489,0.3
105732347,13489,0.9
105732941,13489,1.1
105732350,13489,0.7
105888710,13489,0.3
105732413,13489,0.1
105732809,13489,-0.3
105732836,13489,0.4
105733007,13489,-0.7
105732260,13489,-0.1
105732431,13489,0.6
105809181,13489,-1.4
105920684,13489,0.2
105732254,13489,0.2
105732608,13489,1.0
105717823,13489,0.8
105718186,13489,0.1
105740957,13489,0.9
105836047,108355917,1.0
105900951,108355917,-0.2
105721912,108355917,0.5
105723454,108355917,0.5
105722182,108355917,0.3
105722200,108355917,0.3
105721888,108355917,1.6
105721885,108355917,1.7
105721783,108355917,0.7
105724327,108355917,0.6
105725257,108355917,0.7
105722020,108355917,0.4
105725659,108355917,0.4
105722266,108355917,0.3
105724777,108355917,0.9
105721873,108355917,1.2
105725407,108355917,0.6
105725404,108355917,0.3
105721876,108355917,0.3
105725401,108355917,-0.1
105721972,108355917,1.6
105724597,108355917,0.5
105722347,108355917,0.0
105722305,108355917,0.7
105723325,108355917,0.7
105721807,108355917,0.3
105722263,108355917,0.5
105723781,108355917,0.5
105725122,108355917,0.1
105722506,108355917,0.8
105724426,108355917,0.2
105722221,108355917,0.6
105725077,108355917,0.2
105721657,108355917,0.5
105724189,108355917,0.1
105722299,108355917,1.0
105724180,108355917,0.7
105721825,108355917,0.5
105721861,108355917,0.7
105725788,108355917,0.5
105717547,106162275,0.4
105717649,106162275,0.5
105717652,106162275,-0.2
105718687,106162275,0.3
105717661,106162275,0.6
105718558,106162275,-0.1
105717400,106162275,0.2
105717577,106162275,0.2
105717643,106162275,-0.1
105717436,106162275,-0.6
105717628,106162275,0.3
105717613,106162275,-0.4
105718705,106162275,0.5
105718753,106162275,-0.1
105718675,106162275,0.0
105811552,106162275,0.5
105934973,106162275,0.8
105811114,106162275,-0.2
105718441,106162275,0.6
105718567,106162275,-0.5
105718768,106162275,-0.2
105946140,106162275,1.1
105717361,106162275,-0.4
105748041,106162275,0.0
105760656,106162275,0.7
105762816,106162275,0.5
105748032,106162275,0.2
105750520,106162275,0.3
106107243,106162275,0.0
105756532,106162275,0.1
105756535,106162275,-0.9
105761262,106162275,-0.1
105761268,106162275,0.7
105761337,106162275,1.0
105761334,106162275,-0.4
105761274,106162275,0.2
105756730,106162275,0.4
105756484,106162275,1.0
105761367,106162275,-0.6
105761349,106162275,0.4
105761298,106162275,0.4
105994585,106162275,0.2
105996018,106162275,-0.5
106022527,106162275,0.5
105762981,106162275,0.5
105760332,106162275,-0.2
105762984,106162275,1.1
105760224,106162275,-0.2
105763194,106162275,0.8
105749041,106162275,0.1
105755239,106162275,0.3
105749038,106162275,1.5
105753310,106162275,0.5
105748999,106162275,-0.3
105748783,106162275,-0.5
105754774,106162275,0.0
105748948,106162275,-0.1
105756796,106162275,0.2
105748942,106162275,0.5
105759594,106162275,-0.1
105751159,106162275,0.0
105868022,106268558,-0.6
105868000,106268558,0.1
106149020,106268558,-0.4
105790290,106268558,0.2
105790283,106268558,0.4
105836047,106268558,0.0
105912416,106268558,0.1
105915124,106268558,0.0
105862915,106268558,0.1
106097044,106268558,1.1
105871252,106268558,0.3
105874465,106268558,0.2
105992951,106268558,0.4
105939236,106268558,0.6
105936538,106268558,0.1
105874598,106268558,0.6
105870718,106268558,-0.1
105721651,106268558,0.1
105732392,106268558,0.2
105813238,106268558,-0.2
105732362,106268558,-0.1
105732227,106268558,0.1
105732335,106268558,-0.2
105732323,106268558,-0.1
105732548,106268558,0.1
106028074,106268558,0.1
106028095,106268558,-0.3
105741116,106268558,-0.1
105821587,106268558,-0.4
105717331,106268558,0.5
105717376,106268558,0.1
105717769,106268558,0.6
105717655,106268558,0.4
105717649,106268558,-0.5
105717652,106268558,-0.2
105718687,106268558,0.3
105717661,106268558,0.6
105717487,106268558,0.2
105717514,106268558,0.6
105717757,106268558,0.4
105718558,106268558,0.9
106609255,106268558,0.9
105718036,106268558,0.5
106132196,106268558,0.3
105717400,106268558,0.2
105717577,106268558,0.2
105717571,106268558,0.2
105717436,106268558,-0.6
105717628,106268558,-1.7
105717472,106268558,0.1
105718735,106268558,-0.4
105862249,106268558,0.5
105717631,106268558,0.4
105717547,106268558,0.4
105717613,106268558,0.6
105718693,106268558,0.0
105718657,106268558,-0.1
105718114,106268558,0.3
105718087,106268558,0.2
105934973,106268558,0.8
105811114,106268558,-0.2
105963328,106268558,-0.1
105718645,106268558,0.0
105930583,106268558,0.6
105717601,106268558,-1.0
105717676,106268558,-0.4
105717607,106268558,0.3
105717361,106268558,-0.4
105717559,106268558,-0.4
105717637,106268558,0.7
105739895,106268558,0.4
105739898,106268558,0.2
105739985,106268558,0.9
105740387,106268558,0.2
105740639,106268558,0.7
105740081,106268558,0.9
105740084,106268558,0.2
105740690,106268558,0.1
105740015,106268558,0.1
105740879,106268558,0.7
105859843,106268558,0.6
105740093,106268558,-0.1
105740096,106268558,0.3
105741215,106268558,-0.3
105741905,106268558,0.5
105740993,106268558,0.7
105740990,106268558,0.2
105740654,106268558,0.1
105741173,106268558,0.3
105741404,106268558,0.6
105740648,106268558,0.8
105741476,106268558,-0.2
105822918,106268558,-0.1
105834097,106268558,1.0
105740012,106268558,0.1
105740033,106268558,0.4
105740036,106268558,0.3
105740432,106268558,0.5
105740435,106268558,1.2
105740816,106268558,-0.9
105740039,106268558,0.6
105839425,106268558,0.9
105741449,106268558,0.6
105741164,106268558,0.2
105740438,106268558,-0.4
105740441,106268558,1.1
105740444,106268558,0.0
105741461,106268558,0.6
105739934,106268558,-0.1
105740519,106268558,0.4
105739997,106268558,0.6
105739913,106268558,-0.4
105740135,106268558,0.5
105740204,106268558,1.0
105741473,106268558,0.9
105740258,106268558,-1.1
106008134,106268558,1.0
105740234,106268558,0.3
105740297,106268558,0.5
105739889,106268558,1.1
105740231,106268558,1.5
105740792,106268558,0.3
105740342,106268558,0.9
105740717,106268558,0.4
105740930,106268558,-0.4
105837865,106268558,0.0
105717718,106268558,0.0
105717787,106268558,0.4
105792767,106268558,0.7
105792792,106268558,0.4
105718186,106268558,0.1
105792804,106268558,0.6
105806955,106268558,0.0
105910904,106268558,0.5
105857742,106268558,0.0
105947052,106268558,0.4
105752524,106268558,0.5
105755986,106268558,-0.2
105933562,106268558,0.4
105740945,106268558,0.1
105740951,106268558,0.5
105740957,106268558,0.9
105740954,106268558,0.7
105741581,106268558,-0.6
105741584,106268558,0.1
105740972,106268558,0.3
105740984,106268558,0.9
105741848,106268558,0.4
105740996,106268558,0.5
105740978,106268558,0.5
105741854,106268558,-0.6
105741521,106268558,0.5
105741602,106268558,0.3
105742073,106268558,0.6
105741101,106268558,1.2
105741512,106268558,0.0
105820338,106268558,0.4
105741011,106268558,0.2
105922314,107178254,0.1
105878174,107178254,0.1
105935097,107178254,-0.3
105935083,107178254,-0.8
105947723,107178254,-0.4
105921731,107178254,-0.3
105921711,107178254,-0.1
105879133,107178254,0.6
105876648,107178254,0.5
105963695,107178254,-0.6
105877243,107178254,0.1
105874232,107178254,-0.4
105867836,107178254,0.2
105908656,107178254,-0.6
105908632,107178254,0.3
106081926,107178254,0.6
106081917,107178254,0.4
105732287,107178254,0.1
105829266,107178254,-0.9
105799049,107178254,0.3
105968658,107178254,0.2
106227989,107178254,-0.4
105897523,107178254,0.0
105829283,107178254,-0.6
105950475,107178254,0.2
105799128,107178254,0.0
105799088,107178254,0.0
105803185,107178254,-0.4
105799053,107178254,0.4
106018730,107178254,-0.1
105841807,107178254,0.5
105801058,107178254,-0.1
105799190,107178254,0.0
105841798,107178254,0.5
105799095,107178254,0.6
105920912,107178254,-0.6
105801570,107178254,-0.3
105868264,107178254,-0.3
105801940,107178254,0.2
105826771,107178254,-0.4
105799568,107178254,-0.6
105799041,107178254,0.3
105806583,107178254,-0.6
105806589,107178254,0.1
